Fecha,Mes,Dia,Orden de dia,Tipo de dia,Franja,Orden de franja,Aeronave,Alcance,Regimen,Orden de regimen,Origen,Destino,Ruta,N operados,N puntuales,Minutos de demora,N con llegada,Minutos recuperados,Minutos programados,Minutos reales
2017-07-16,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,EGO,AER,EGO - AER,1,1,2,1,-1.0,165,166.0
2017-08-14,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,EGO,AER,EGO - AER,1,1,3,1,-3.0,165,168.0
2017-08-03,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,EGO,AER,EGO - AER,1,1,4,1,0.0,165,165.0
2017-08-05,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,EGO,AER,EGO - AER,1,1,5,1,1.0,165,164.0
2017-08-12,Agosto,Sabado,6,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,EGO,AER,EGO - AER,1,1,4,1,-1.0,165,166.0
2017-08-14,Agosto,Lunes,1,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,EGO,AER,EGO - AER,1,1,4,1,0.0,165,165.0
2017-08-12,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,ARH,DME,ARH - DME,1,1,2,1,0.0,85,85.0
2017-08-11,Agosto,Viernes,5,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,ARH,DME,ARH - DME,1,1,4,1,-1.0,85,86.0
2017-08-02,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,ARH,DME,ARH - DME,1,1,4,1,0.0,85,85.0
2017-08-10,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,ARH,DME,ARH - DME,1,1,3,1,0.0,85,85.0
2017-07-16,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,ARH,PEE,ARH - PEE,1,1,2,1,-1.0,215,216.0
2017-07-28,Julio,Viernes,5,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,ARH,PEE,ARH - PEE,1,1,3,1,-3.0,215,218.0
2017-08-15,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,ARH,PEE,ARH - PEE,1,1,2,1,2.0,215,213.0
2017-08-14,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,ARH,NNM,ARH - NNM,1,1,3,1,1.0,55,54.0
2017-07-31,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,ARH,NNM,ARH - NNM,1,1,3,1,1.0,55,54.0
2017-07-23,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,ARH,HMA,ARH - HMA,1,1,2,1,0.0,130,130.0
2017-08-01,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,ARH,TJM,ARH - TJM,1,1,4,1,1.0,135,134.0
2017-08-15,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,ARH,TJM,ARH - TJM,1,1,5,1,0.0,135,135.0
2017-07-23,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,ARH,TJM,ARH - TJM,1,1,3,1,0.0,135,135.0
2017-07-16,Julio,Domingo,7,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora leve,3,ARH,TOF,ARH - TOF,1,1,6,1,1.0,220,219.0
2017-07-29,Julio,Sabado,6,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,SGC,OVB,SGC - OVB,1,1,4,1,-1.0,75,76.0
2017-08-12,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,SGC,SVX,SGC - SVX,1,1,3,1,1.0,70,69.0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,SGC,CEK,SGC - CEK,2,2,7,2,2.0,380,378.0
2017-07-21,Julio,Viernes,5,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora severa,5,SGC,CEK,SGC - CEK,1,0,182,1,2.0,190,188.0
2017-07-28,Julio,Viernes,5,Dia laborable,Tarde (16-19),4,Boeing 737-300,Corto y medio alcance,Demora minima,2,SGC,OVS,SGC - OVS,1,1,1,1,0.0,45,45.0
2017-08-08,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,SGC,VKT,SGC - VKT,1,1,2,1,0.0,160,160.0
2017-08-03,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,SGC,VKT,SGC - VKT,1,1,2,1,3.0,160,157.0
2017-07-30,Julio,Domingo,7,Fin de semana,Tarde (16-19),4,Cessna 208 Caravan,Regional,Demora minima,2,SGC,VKT,SGC - VKT,1,1,3,1,1.0,160,159.0
2017-07-19,Julio,Miercoles,3,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,Demora minima,2,SGC,VKT,SGC - VKT,1,1,2,1,0.0,160,160.0
2017-08-14,Agosto,Lunes,1,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Salida puntual,1,SGC,VKT,SGC - VKT,1,1,0,1,-2.0,160,162.0
2017-07-16,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,SGC,VKT,SGC - VKT,1,1,5,1,-2.0,160,162.0
2017-07-27,Julio,Jueves,4,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,SGC,VKT,SGC - VKT,1,1,2,1,1.0,160,159.0
2017-07-26,Julio,Miercoles,3,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,Demora severa,5,SGC,VKT,SGC - VKT,1,0,232,1,0.0,160,160.0
2017-07-21,Julio,Viernes,5,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,SGC,IKT,SGC - IKT,1,1,3,1,2.0,180,178.0
2017-07-26,Julio,Miercoles,3,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,SGC,IKT,SGC - IKT,1,1,1,1,0.0,180,180.0
2017-07-24,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,SGC,IKT,SGC - IKT,1,1,5,1,1.0,180,179.0
2017-08-05,Agosto,Sabado,6,Fin de semana,Tarde (16-19),4,Bombardier CRJ-200,Regional,Demora minima,2,SGC,URS,SGC - URS,1,1,2,1,3.0,210,207.0
2017-08-08,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,KLF,LED,KLF - LED,1,1,4,1,0.0,135,135.0
2017-07-19,Julio,Miercoles,3,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora severa,5,KLF,LED,KLF - LED,1,0,187,1,0.0,135,135.0
2017-07-21,Julio,Viernes,5,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,KLF,LED,KLF - LED,1,1,1,1,0.0,135,135.0
2017-07-16,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,KLF,LED,KLF - LED,1,1,2,1,-1.0,135,136.0
2017-08-04,Agosto,Viernes,5,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,HTA,NUX,HTA - NUX,1,1,5,1,-3.0,220,223.0
2017-08-13,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,HTA,NUX,HTA - NUX,1,1,4,1,5.0,220,215.0
2017-08-02,Agosto,Miercoles,3,Dia laborable,Madrugada (00-05),1,Bombardier CRJ-200,Regional,Demora minima,2,HTA,SGC,HTA - SGC,1,1,4,1,0.0,220,220.0
2017-08-02,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,KRO,VKO,KRO - VKO,1,1,1,1,0.0,150,150.0
2017-08-05,Agosto,Sabado,6,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,KRO,KJA,KRO - KJA,1,1,5,1,1.0,145,144.0
2017-08-13,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,KRO,KJA,KRO - KJA,1,1,2,1,1.0,145,144.0
2017-07-22,Julio,Sabado,6,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,CEE,LED,CEE - LED,1,1,1,1,-1.0,85,86.0
2017-07-28,Julio,Viernes,5,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,OGZ,VKO,OGZ - VKO,1,1,2,1,1.0,120,119.0
2017-07-25,Julio,Martes,2,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,OGZ,VKO,OGZ - VKO,1,1,4,1,1.0,120,119.0
2017-08-04,Agosto,Viernes,5,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,Demora severa,5,OGZ,VKO,OGZ - VKO,1,0,172,1,0.0,120,120.0
2017-08-06,Agosto,Domingo,7,Fin de semana,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,OGZ,VKO,OGZ - VKO,1,1,3,1,-2.0,120,122.0
2017-07-17,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,SKX,VKO,SKX - VKO,1,1,5,1,0.0,45,45.0
2017-07-26,Julio,Miercoles,3,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,Demora minima,2,SKX,SVO,SKX - SVO,1,1,3,1,0.0,45,45.0
2017-07-17,Julio,Lunes,1,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,Demora leve,3,SKX,SVO,SKX - SVO,1,1,7,1,0.0,45,45.0
2017-07-28,Julio,Viernes,5,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,Demora minima,2,SKX,SVO,SKX - SVO,1,1,5,1,0.0,45,45.0
2017-07-18,Julio,Martes,2,Dia laborable,Tarde (16-19),4,Airbus A321-200,Corto y medio alcance,Demora minima,2,DME,LED,DME - LED,1,1,3,1,0.0,55,55.0
2017-08-13,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Airbus A321-200,Corto y medio alcance,Demora minima,2,DME,LED,DME - LED,1,1,5,1,0.0,55,55.0
2017-08-10,Agosto,Jueves,4,Dia laborable,Manana (06-11),2,Airbus A321-200,Corto y medio alcance,Demora minima,2,DME,LED,DME - LED,2,2,5,2,-1.0,110,111.0
2017-08-03,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Airbus A321-200,Corto y medio alcance,Demora minima,2,DME,LED,DME - LED,1,1,4,1,0.0,55,55.0
2017-07-25,Julio,Martes,2,Dia laborable,Tarde (16-19),4,Airbus A321-200,Corto y medio alcance,Demora minima,2,DME,LED,DME - LED,1,1,5,1,0.0,55,55.0
2017-07-25,Julio,Martes,2,Dia laborable,Mediodia (12-15),3,Airbus A321-200,Corto y medio alcance,Demora minima,2,DME,LED,DME - LED,1,1,3,1,0.0,55,55.0
2017-08-04,Agosto,Viernes,5,Dia laborable,Manana (06-11),2,Airbus A321-200,Corto y medio alcance,Demora minima,2,DME,LED,DME - LED,2,2,6,2,0.0,110,110.0
2017-07-20,Julio,Jueves,4,Dia laborable,Mediodia (12-15),3,Airbus A321-200,Corto y medio alcance,Demora minima,2,DME,LED,DME - LED,1,1,1,1,1.0,55,54.0
2017-07-26,Julio,Miercoles,3,Dia laborable,Manana (06-11),2,Boeing 777-300,Largo alcance,Demora minima,2,DME,OVB,DME - OVB,1,1,5,1,-1.0,205,206.0
2017-08-06,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Boeing 777-300,Largo alcance,Demora minima,2,DME,OVB,DME - OVB,1,1,3,1,-2.0,205,207.0
2017-07-27,Julio,Jueves,4,Dia laborable,Manana (06-11),2,Boeing 777-300,Largo alcance,Demora minima,2,DME,OVB,DME - OVB,1,1,2,1,-2.0,205,207.0
2017-07-28,Julio,Viernes,5,Dia laborable,Manana (06-11),2,Airbus A321-200,Corto y medio alcance,Demora leve,3,DME,KZN,DME - KZN,1,1,6,1,1.0,55,54.0
2017-07-23,Julio,Domingo,7,Fin de semana,Manana (06-11),2,Airbus A321-200,Corto y medio alcance,Demora minima,2,DME,KZN,DME - KZN,1,1,2,1,0.0,55,55.0
2017-08-13,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,CEK,DME - CEK,1,1,2,1,-1.0,120,121.0
2017-08-11,Agosto,Viernes,5,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,CEK,DME - CEK,1,1,1,1,1.0,120,119.0
2017-08-05,Agosto,Sabado,6,Fin de semana,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,CEK,DME - CEK,1,1,4,1,-1.0,120,121.0
2017-08-03,Agosto,Jueves,4,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,CEK,DME - CEK,1,1,1,1,1.0,120,119.0
2017-07-26,Julio,Miercoles,3,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,CEK,DME - CEK,1,1,2,1,0.0,120,120.0
2017-08-01,Agosto,Martes,2,Dia laborable,Tarde (16-19),4,Airbus A321-200,Corto y medio alcance,Demora leve,3,DME,ROV,DME - ROV,2,2,13,2,0.0,150,150.0
2017-08-08,Agosto,Martes,2,Dia laborable,Tarde (16-19),4,Airbus A321-200,Corto y medio alcance,Demora minima,2,DME,ROV,DME - ROV,1,1,4,1,1.0,75,74.0
2017-07-17,Julio,Lunes,1,Dia laborable,Tarde (16-19),4,Airbus A321-200,Corto y medio alcance,Demora leve,3,DME,ROV,DME - ROV,1,1,7,1,0.0,75,75.0
2017-08-13,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,DME,TBW,DME - TBW,1,1,3,1,0.0,75,75.0
2017-08-05,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,DME,TBW,DME - TBW,1,1,4,1,1.0,75,74.0
2017-07-19,Julio,Miercoles,3,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,DME,GRV,DME - GRV,1,1,2,1,-2.0,125,127.0
2017-07-26,Julio,Miercoles,3,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,DME,GRV,DME - GRV,1,1,4,1,-1.0,125,126.0
2017-08-07,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Salida puntual,1,DME,GRV,DME - GRV,1,1,0,1,0.0,125,125.0
2017-08-14,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,DME,GRV,DME - GRV,1,1,4,1,1.0,125,124.0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,Demora minima,2,DME,PES,DME - PES,1,1,4,1,-1.0,65,66.0
2017-07-31,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,DME,NJC,DME - NJC,1,1,3,1,1.0,195,194.0
2017-07-24,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,DME,JOK,DME - JOK,1,1,2,1,-1.0,125,126.0
2017-08-15,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Boeing 767-300,Largo alcance,Demora minima,2,DME,SCW,DME - SCW,1,1,4,1,-1.0,80,81.0
2017-08-01,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Boeing 767-300,Largo alcance,Demora minima,2,DME,SCW,DME - SCW,1,1,4,1,1.0,80,79.0
2017-08-13,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,DME,NAL,DME - NAL,1,1,2,1,0.0,120,120.0
2017-08-08,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,DME,NAL,DME - NAL,1,1,3,1,-1.0,120,121.0
2017-08-01,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,DME,NAL,DME - NAL,1,1,4,1,-2.0,120,122.0
2017-07-26,Julio,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,DME,NAL,DME - NAL,1,1,5,1,-1.0,120,121.0
2017-07-16,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,DME,PKV,DME - PKV,1,1,4,1,-1.0,125,126.0
2017-08-04,Agosto,Viernes,5,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,DME,PKV,DME - PKV,1,1,2,1,0.0,125,125.0
2017-08-06,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,DME,PKV,DME - PKV,1,1,5,1,1.0,125,124.0
2017-07-17,Julio,Lunes,1,Dia laborable,Tarde (16-19),4,Boeing 767-300,Largo alcance,Demora minima,2,DME,PKC,DME - PKC,1,1,1,1,-4.0,530,534.0
2017-07-18,Julio,Martes,2,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,NUX,DME - NUX,1,1,2,1,1.0,190,189.0
2017-07-20,Julio,Jueves,4,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,NUX,DME - NUX,1,1,2,1,3.0,190,187.0
2017-07-23,Julio,Domingo,7,Fin de semana,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,ESL,DME - ESL,1,1,4,1,0.0,90,90.0
2017-08-08,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,ESL,DME - ESL,1,1,2,1,1.0,90,89.0
2017-07-29,Julio,Sabado,6,Fin de semana,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,ESL,DME - ESL,1,1,5,1,0.0,90,90.0
2017-07-24,Julio,Lunes,1,Dia laborable,Noche (20-23),5,Airbus A319-100,Largo alcance,Demora minima,2,DME,CNN,DME - CNN,1,1,3,1,3.0,400,397.0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,NSK,DME - NSK,1,1,1,1,0.0,230,230.0
2017-08-11,Agosto,Viernes,5,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,NSK,DME - NSK,1,1,5,1,0.0,230,230.0
2017-08-10,Agosto,Jueves,4,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Salida puntual,1,DME,NSK,DME - NSK,1,1,0,1,1.0,230,229.0
2017-07-18,Julio,Martes,2,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,URJ,DME - URJ,1,1,2,1,0.0,135,135.0
2017-08-15,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,URJ,DME - URJ,1,1,2,1,1.0,135,134.0
2017-07-28,Julio,Viernes,5,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,URJ,DME - URJ,1,1,1,1,2.0,135,133.0
2017-07-25,Julio,Martes,2,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora severa,5,DME,URJ,DME - URJ,1,0,188,1,0.0,135,135.0
2017-07-30,Julio,Domingo,7,Fin de semana,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,HMA,DME - HMA,1,1,2,1,0.0,155,155.0
2017-08-03,Agosto,Jueves,4,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,HMA,DME - HMA,1,1,2,1,-1.0,155,156.0
2017-08-06,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,OVS,DME - OVS,1,1,1,1,2.0,130,128.0
2017-08-15,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,OVS,DME - OVS,1,1,3,1,-1.0,130,131.0
2017-07-24,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,DME,NYM,DME - NYM,1,1,4,1,2.0,185,183.0
2017-08-11,Agosto,Viernes,5,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora severa,5,DME,NYM,DME - NYM,1,0,213,1,1.0,185,184.0
2017-07-23,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,DME,NYM,DME - NYM,1,1,2,1,4.0,185,181.0
2017-07-31,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,DME,NYM,DME - NYM,1,1,1,1,-3.0,185,188.0
2017-08-02,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,DME,NYM,DME - NYM,1,1,3,1,0.0,185,185.0
2017-08-03,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,DME,NYM,DME - NYM,1,1,1,1,1.0,185,184.0
2017-07-25,Julio,Martes,2,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,Demora minima,2,DME,GDZ,DME - GDZ,1,1,1,1,1.0,105,104.0
2017-08-14,Agosto,Lunes,1,Dia laborable,Tarde (16-19),4,Boeing 767-300,Largo alcance,Demora minima,2,DME,KRR,DME - KRR,1,1,3,1,0.0,90,90.0
2017-08-03,Agosto,Jueves,4,Dia laborable,Tarde (16-19),4,Boeing 767-300,Largo alcance,Demora minima,2,DME,KRR,DME - KRR,1,1,4,1,-1.0,90,91.0
2017-08-13,Agosto,Domingo,7,Fin de semana,Tarde (16-19),4,Boeing 767-300,Largo alcance,Demora minima,2,DME,KRR,DME - KRR,1,1,3,1,-1.0,90,91.0
2017-07-30,Julio,Domingo,7,Fin de semana,Tarde (16-19),4,Bombardier CRJ-200,Regional,Demora minima,2,DME,RTW,DME - RTW,1,1,3,1,0.0,60,60.0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,Demora leve,3,DME,RTW,DME - RTW,1,1,6,1,0.0,60,60.0
2017-07-28,Julio,Viernes,5,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,ULV,DME - ULV,1,1,3,1,-1.0,55,56.0
2017-07-24,Julio,Lunes,1,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,ULV,DME - ULV,1,1,2,1,-1.0,55,56.0
2017-07-20,Julio,Jueves,4,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,ULV,DME - ULV,1,1,3,1,0.0,55,55.0
2017-08-11,Agosto,Viernes,5,Dia laborable,Noche (20-23),5,Boeing 767-300,Largo alcance,Demora minima,2,DME,KHV,DME - KHV,1,1,1,1,7.0,480,473.0
2017-07-31,Julio,Lunes,1,Dia laborable,Noche (20-23),5,Boeing 767-300,Largo alcance,Demora minima,2,DME,KHV,DME - KHV,1,1,1,1,5.0,480,475.0
2017-08-06,Agosto,Domingo,7,Fin de semana,Noche (20-23),5,Boeing 767-300,Largo alcance,Demora minima,2,DME,KHV,DME - KHV,1,1,2,1,1.0,480,479.0
2017-07-22,Julio,Sabado,6,Fin de semana,Tarde (16-19),4,Bombardier CRJ-200,Regional,Demora minima,2,DME,MCX,DME - MCX,1,1,4,1,0.0,135,135.0
2017-07-26,Julio,Miercoles,3,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,Demora minima,2,DME,MCX,DME - MCX,1,1,2,1,1.0,135,134.0
2017-07-16,Julio,Domingo,7,Fin de semana,Tarde (16-19),4,Bombardier CRJ-200,Regional,Demora leve,3,DME,MCX,DME - MCX,1,1,7,1,1.0,135,134.0
2017-08-01,Agosto,Martes,2,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,Demora minima,2,DME,MCX,DME - MCX,1,1,2,1,2.0,135,133.0
2017-07-20,Julio,Jueves,4,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,TOF,DME - TOF,1,1,4,1,0.0,230,230.0
2017-07-17,Julio,Lunes,1,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,Demora minima,2,DME,ASF,DME - ASF,1,1,2,1,0.0,105,105.0
2017-07-31,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora leve,3,DME,PEZ,DME - PEZ,1,1,8,1,0.0,105,105.0
2017-08-03,Agosto,Jueves,4,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,Demora minima,2,DME,PEZ,DME - PEZ,2,2,4,2,1.0,210,209.0
2017-07-21,Julio,Viernes,5,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,DME,LPK,DME - LPK,1,1,4,1,0.0,65,65.0
2017-07-23,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,DME,KVX,DME - KVX,1,1,3,1,0.0,150,150.0
2017-07-17,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,Demora minima,2,DME,KVX,DME - KVX,1,1,1,1,-1.0,150,151.0
2017-08-11,Agosto,Viernes,5,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,URS,DME - URS,1,1,5,1,1.0,35,34.0
2017-07-17,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,URS,DME - URS,1,1,2,1,0.0,35,35.0
2017-07-16,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,Demora minima,2,DME,BZK,DME - BZK,3,3,8,3,0.0,90,90.0
