Fecha,Mes,Dia,Orden de dia,Tipo de dia,Franja,Orden de franja,Aeronave,Alcance,Asientos,Estado,Estado descrito,Origen,Destino,Ruta,N vuelos,N operados,N cancelados
2017-08-07,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,REN,UFA,REN - UFA,1,1,0
2017-08-20,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,REN,UFA,REN - UFA,1,0,0
2017-07-19,Julio,Miercoles,3,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,REN,UFA,REN - UFA,1,1,0
2017-07-24,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,REN,UFA,REN - UFA,1,1,0
2017-07-24,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,REN,ESL,REN - ESL,1,1,0
2017-09-09,Septiembre,Sabado,6,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,REN,ESL,REN - ESL,1,0,0
2017-09-12,Septiembre,Martes,2,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,REN,ESL,REN - ESL,1,0,0
2017-08-27,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,REN,UUA,REN - UUA,1,0,0
2017-07-23,Julio,Domingo,7,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,REN,UUA,REN - UUA,1,1,0
2017-08-05,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Airbus A319-100,Largo alcance,116,Arrived,Vuelo operado y finalizado,KEJ,VKO,KEJ - VKO,1,1,0
2017-08-28,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,KEJ,PYJ,KEJ - PYJ,1,0,0
2017-09-10,Septiembre,Domingo,7,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,NOZ,OVB,NOZ - OVB,1,0,0
2017-08-27,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,NOZ,OVB,NOZ - OVB,1,0,0
2017-08-16,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,On Time,"Vuelo proximo, sin demora anunciada",NOZ,OVB,NOZ - OVB,1,0,0
2017-07-18,Julio,Martes,2,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,NOZ,OVB,NOZ - OVB,1,1,0
2017-07-18,Julio,Martes,2,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,NOZ,KJA,NOZ - KJA,2,2,0
2017-07-30,Julio,Domingo,7,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,NOZ,KJA,NOZ - KJA,2,2,0
2017-07-29,Julio,Sabado,6,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,NOZ,NYM,NOZ - NYM,1,1,0
2017-08-26,Agosto,Sabado,6,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,NOZ,TOF,NOZ - TOF,1,0,0
2017-08-02,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,NOZ,TOF,NOZ - TOF,1,1,0
2017-07-27,Julio,Jueves,4,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,NOZ,TOF,NOZ - TOF,1,1,0
2017-07-30,Julio,Domingo,7,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,ASF,DME,ASF - DME,1,1,0
2017-07-18,Julio,Martes,2,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,ASF,SVO,ASF - SVO,1,1,0
2017-07-31,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,ASF,SVO,ASF - SVO,1,1,0
2017-08-13,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,ASF,SVO,ASF - SVO,1,1,0
2017-07-20,Julio,Jueves,4,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,ASF,SVO,ASF - SVO,1,1,0
2017-08-16,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,On Time,"Vuelo proximo, sin demora anunciada",ASF,SVO,ASF - SVO,1,0,0
2017-09-02,Septiembre,Sabado,6,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,ASF,SVO,ASF - SVO,1,0,0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,ASF,SVO,ASF - SVO,1,1,0
2017-08-06,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Airbus A319-100,Largo alcance,116,Arrived,Vuelo operado y finalizado,ASF,CNN,ASF - CNN,1,1,0
2017-08-14,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,PEZ,DME,PEZ - DME,2,2,0
2017-08-27,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,PEZ,SVO,PEZ - SVO,1,0,0
2017-09-12,Septiembre,Martes,2,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,PEZ,SVO,PEZ - SVO,1,0,0
2017-08-04,Agosto,Viernes,5,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,PEZ,SVO,PEZ - SVO,1,1,0
2017-07-27,Julio,Jueves,4,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,LPK,DME,LPK - DME,1,1,0
2017-09-02,Septiembre,Sabado,6,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,LPK,DME,LPK - DME,1,0,0
2017-07-23,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,KVX,DME,KVX - DME,1,1,0
2017-09-06,Septiembre,Miercoles,3,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,KVX,DME,KVX - DME,1,0,0
2017-08-31,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,KVX,DME,KVX - DME,1,0,0
2017-09-12,Septiembre,Martes,2,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,KVX,DME,KVX - DME,1,0,0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,KVX,SVO,KVX - SVO,1,1,0
2017-09-12,Septiembre,Martes,2,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,KVX,SVO,KVX - SVO,1,0,0
2017-08-02,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,KVX,LED,KVX - LED,1,1,0
2017-07-20,Julio,Jueves,4,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,KVX,LED,KVX - LED,1,1,0
2017-09-13,Septiembre,Miercoles,3,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,KVX,LED,KVX - LED,1,0,0
2017-08-18,Agosto,Viernes,5,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,KVX,OVB,KVX - OVB,1,0,0
2017-08-25,Agosto,Viernes,5,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,KVX,KZN,KVX - KZN,1,0,0
2017-08-12,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,KVX,HMA,KVX - HMA,1,1,0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,KVX,HMA,KVX - HMA,1,1,0
2017-07-21,Julio,Viernes,5,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,KVX,HMA,KVX - HMA,1,1,0
2017-08-14,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,CSY,VKO,CSY - VKO,1,1,0
2017-07-17,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,CSY,VKO,CSY - VKO,1,1,0
2017-08-18,Agosto,Viernes,5,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,CSY,VKO,CSY - VKO,1,0,0
2017-07-28,Julio,Viernes,5,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,CSY,SVO,CSY - SVO,1,1,0
2017-07-26,Julio,Miercoles,3,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,CSY,SVO,CSY - SVO,1,1,0
2017-08-16,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,On Time,"Vuelo proximo, sin demora anunciada",CSY,LED,CSY - LED,1,0,0
2017-08-07,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,CSY,LED,CSY - LED,1,1,0
2017-08-13,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,CSY,LED,CSY - LED,1,1,0
2017-08-21,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,CSY,LED,CSY - LED,1,0,0
2017-08-12,Agosto,Sabado,6,Fin de semana,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,CSY,LED,CSY - LED,1,1,0
2017-08-30,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,CSY,VOG,CSY - VOG,1,0,0
2017-08-05,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,CSY,NBC,CSY - NBC,1,1,0
2017-08-13,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,CSY,NBC,CSY - NBC,1,1,0
2017-08-24,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,CSY,NBC,CSY - NBC,1,0,0
2017-07-27,Julio,Jueves,4,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,CSY,NBC,CSY - NBC,1,1,0
2017-08-25,Agosto,Viernes,5,Dia laborable,Mediodia (12-15),3,Boeing 737-300,Corto y medio alcance,130,Scheduled,Vuelo programado a futuro,KGD,SVO,KGD - SVO,1,0,0
2017-07-16,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,KGD,KRR,KGD - KRR,1,1,0
2017-07-22,Julio,Sabado,6,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,URS,DME,URS - DME,1,1,0
2017-09-06,Septiembre,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,URS,SGC,URS - SGC,1,0,0
2017-08-12,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Airbus A319-100,Largo alcance,116,Arrived,Vuelo operado y finalizado,UUD,VKO,UUD - VKO,1,1,0
2017-07-20,Julio,Jueves,4,Dia laborable,Mediodia (12-15),3,Airbus A319-100,Largo alcance,116,Arrived,Vuelo operado y finalizado,UUD,VKO,UUD - VKO,1,1,0
2017-08-20,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,STW,VKO,STW - VKO,1,0,0
2017-09-03,Septiembre,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,STW,VKO,STW - VKO,1,0,0
2017-08-11,Agosto,Viernes,5,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,STW,SVO,STW - SVO,1,1,0
2017-07-17,Julio,Lunes,1,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,STW,SVO,STW - SVO,1,1,0
2017-08-20,Agosto,Domingo,7,Fin de semana,Tarde (16-19),4,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,STW,SVO,STW - SVO,1,0,0
2017-09-04,Septiembre,Lunes,1,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,STW,SVO,STW - SVO,1,0,0
2017-08-16,Agosto,Miercoles,3,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,STW,SVO,STW - SVO,1,0,0
2017-08-21,Agosto,Lunes,1,Dia laborable,Tarde (16-19),4,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,STW,SVO,STW - SVO,1,0,0
2017-08-01,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,MQF,VKO,MQF - VKO,1,1,0
2017-08-23,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,MQF,OVB,MQF - OVB,1,0,0
2017-08-21,Agosto,Lunes,1,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,MQF,OVB,MQF - OVB,1,0,0
2017-07-19,Julio,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,MQF,OVB,MQF - OVB,1,1,0
2017-07-31,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,MQF,SVX,MQF - SVX,1,1,0
2017-07-21,Julio,Viernes,5,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,MQF,SVX,MQF - SVX,1,1,0
2017-08-20,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,MQF,KZN,MQF - KZN,1,0,0
2017-07-24,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,MQF,KZN,MQF - KZN,1,1,0
2017-09-05,Septiembre,Martes,2,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,MQF,KZN,MQF - KZN,1,0,0
2017-07-19,Julio,Miercoles,3,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,MQF,KZN,MQF - KZN,1,1,0
2017-08-27,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,MQF,KZN,MQF - KZN,1,0,0
2017-08-13,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,MQF,KZN,MQF - KZN,1,1,0
2017-08-08,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,IWA,AER,IWA - AER,1,1,0
2017-08-16,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,On Time,"Vuelo proximo, sin demora anunciada",BZK,VKO,BZK - VKO,3,0,0
2017-08-01,Agosto,Martes,2,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,BZK,SVO,BZK - SVO,1,1,0
2017-07-21,Julio,Viernes,5,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,BZK,SVO,BZK - SVO,1,1,0
2017-07-18,Julio,Martes,2,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,BZK,SVO,BZK - SVO,1,1,0
2017-08-24,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,BZK,SVO,BZK - SVO,1,0,0
2017-08-19,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,BZK,EGO,BZK - EGO,1,0,0
2017-08-20,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,BZK,EGO,BZK - EGO,1,0,0
2017-09-13,Septiembre,Miercoles,3,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,BZK,EGO,BZK - EGO,1,0,0
2017-08-07,Agosto,Lunes,1,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,BZK,EGO,BZK - EGO,1,1,0
2017-08-08,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,BZK,EGO,BZK - EGO,1,1,0
2017-07-22,Julio,Sabado,6,Fin de semana,Mediodia (12-15),3,Boeing 737-300,Corto y medio alcance,130,Arrived,Vuelo operado y finalizado,AER,KUF,AER - KUF,1,1,0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Boeing 737-300,Corto y medio alcance,130,Arrived,Vuelo operado y finalizado,AER,KUF,AER - KUF,1,1,0
2017-07-31,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Boeing 737-300,Corto y medio alcance,130,Arrived,Vuelo operado y finalizado,AER,KUF,AER - KUF,1,1,0
2017-08-17,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,AER,ROV,AER - ROV,1,0,0
2017-09-11,Septiembre,Lunes,1,Dia laborable,Noche (20-23),5,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,AER,ROV,AER - ROV,1,0,0
2017-08-19,Agosto,Sabado,6,Fin de semana,Manana (06-11),2,Boeing 737-300,Corto y medio alcance,130,Scheduled,Vuelo programado a futuro,AER,NOZ,AER - NOZ,1,0,0
2017-08-02,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,AER,PEZ,AER - PEZ,1,1,0
2017-07-18,Julio,Martes,2,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,AER,PEZ,AER - PEZ,1,1,0
2017-08-08,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,AER,PEZ,AER - PEZ,1,1,0
2017-07-21,Julio,Viernes,5,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,AER,EGO,AER - EGO,1,1,0
2017-08-30,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,AER,EGO,AER - EGO,1,0,0
2017-08-26,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,EGO,DME,EGO - DME,1,0,0
2017-07-23,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,EGO,DME,EGO - DME,1,1,0
2017-08-06,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,EGO,DME,EGO - DME,1,1,0
2017-07-21,Julio,Viernes,5,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,EGO,DME,EGO - DME,1,1,0
2017-07-29,Julio,Sabado,6,Fin de semana,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,EGO,ROV,EGO - ROV,1,1,0
2017-08-17,Agosto,Jueves,4,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,EGO,ROV,EGO - ROV,1,0,0
2017-09-12,Septiembre,Martes,2,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,EGO,AAQ,EGO - AAQ,1,0,0
2017-08-10,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,EGO,AAQ,EGO - AAQ,1,1,0
2017-07-17,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,EGO,AAQ,EGO - AAQ,1,1,0
2017-08-04,Agosto,Viernes,5,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,EGO,BZK,EGO - BZK,1,1,0
2017-08-10,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,EGO,BZK,EGO - BZK,1,1,0
2017-07-16,Julio,Domingo,7,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,EGO,AER,EGO - AER,1,1,0
2017-08-02,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,EGO,AER,EGO - AER,1,1,0
2017-08-05,Agosto,Sabado,6,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,EGO,AER,EGO - AER,1,1,0
2017-08-19,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,EGO,AER,EGO - AER,1,0,0
2017-08-14,Agosto,Lunes,1,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,ARH,PEE,ARH - PEE,1,1,0
2017-08-14,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,ARH,PEE,ARH - PEE,1,1,0
2017-08-30,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,ARH,PEE,ARH - PEE,1,0,0
2017-07-29,Julio,Sabado,6,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,ARH,PEE,ARH - PEE,1,1,0
2017-08-10,Agosto,Jueves,4,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,ARH,PEE,ARH - PEE,1,1,0
2017-08-08,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,ARH,PEE,ARH - PEE,1,1,0
2017-08-31,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,ARH,PEE,ARH - PEE,1,0,0
2017-08-23,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,ARH,PEE,ARH - PEE,1,0,0
2017-08-07,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,ARH,NNM,ARH - NNM,1,1,0
2017-09-12,Septiembre,Martes,2,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,ARH,NNM,ARH - NNM,1,0,0
2017-09-07,Septiembre,Jueves,4,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,ARH,NNM,ARH - NNM,1,0,0
2017-07-17,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,ARH,NNM,ARH - NNM,1,1,0
2017-07-26,Julio,Miercoles,3,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,ARH,NNM,ARH - NNM,1,1,0
2017-08-13,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,ARH,HMA,ARH - HMA,1,1,0
2017-08-08,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,ARH,TJM,ARH - TJM,1,1,0
